axis,tissue_key,condition,constrained,n_echoes,dTE_ms,snr,noise,sigma_joint,max_relSD_T2,functional,functional_value,functional_SD,delta
snr,spleen,normal,0,32,10.0,300.0,rician,0,0.13954913684689618,blood/long-T2 fraction (1 - mass below 95 ms),0.35,0.14484016611320957,
snr,spleen,normal,0,32,10.0,500.0,rician,0,0.0836967766172165,blood/long-T2 fraction (1 - mass below 95 ms),0.35,0.08687424608440908,
snr,spleen,normal,0,32,10.0,700.0,rician,0,0.059776998360299705,blood/long-T2 fraction (1 - mass below 95 ms),0.35,0.06204717858403068,
snr,spleen,normal,0,32,10.0,1000.0,rician,0,0.04184151659448725,blood/long-T2 fraction (1 - mass below 95 ms),0.35,0.04343085044349123,
snr,spleen,normal,0,32,10.0,1500.0,rician,0,0.02789349720094219,blood/long-T2 fraction (1 - mass below 95 ms),0.35,0.028953126959377195,
snr,spleen,normal,0,32,10.0,2000.0,rician,0,0.02091990057642044,blood/long-T2 fraction (1 - mass below 95 ms),0.35,0.021714642277435022,
snr,spleen,normal,0,32,10.0,3000.0,rician,0,0.013946494529040898,blood/long-T2 fraction (1 - mass below 95 ms),0.35,0.014476331558090394,
snr,kidney_cortex,normal,0,32,10.0,20.0,rician,0,2.1384366631938616,tubular/vascular long-T2 fraction (1 - mass below 120 ms),0.25,0.9352043428776948,
snr,kidney_cortex,normal,0,32,10.0,30.0,rician,0,1.3637467507978267,tubular/vascular long-T2 fraction (1 - mass below 120 ms),0.25,0.5999942049654394,
snr,kidney_cortex,normal,0,32,10.0,50.0,rician,0,0.8014251810519945,tubular/vascular long-T2 fraction (1 - mass below 120 ms),0.25,0.3535803723786237,
snr,kidney_cortex,normal,0,32,10.0,70.0,rician,0,0.5696900316435975,tubular/vascular long-T2 fraction (1 - mass below 120 ms),0.25,0.25150160807474264,
snr,kidney_cortex,normal,0,32,10.0,100.0,rician,0,0.39781564010480486,tubular/vascular long-T2 fraction (1 - mass below 120 ms),0.25,0.1756801260816019,
snr,kidney_cortex,normal,0,32,10.0,150.0,rician,0,0.2648751144738076,tubular/vascular long-T2 fraction (1 - mass below 120 ms),0.25,0.1169914064324025,
snr,kidney_cortex,normal,0,32,10.0,200.0,rician,0,0.19856933574376423,tubular/vascular long-T2 fraction (1 - mass below 120 ms),0.25,0.0877101583006492,
snr,kidney_cortex,normal,0,32,10.0,300.0,rician,0,0.13233833710376885,tubular/vascular long-T2 fraction (1 - mass below 120 ms),0.25,0.058457613774440545,
snr,kidney_cortex,normal,0,32,10.0,500.0,rician,0,0.0793903792373125,tubular/vascular long-T2 fraction (1 - mass below 120 ms),0.25,0.035069721673778,
snr,kidney_cortex,normal,0,32,10.0,700.0,rician,0,0.05670493297156445,tubular/vascular long-T2 fraction (1 - mass below 120 ms),0.25,0.02504884867467694,
snr,kidney_cortex,normal,0,32,10.0,1000.0,rician,0,0.03969253095498041,tubular/vascular long-T2 fraction (1 - mass below 120 ms),0.25,0.017533840007285667,
snr,kidney_cortex,normal,0,32,10.0,1500.0,rician,0,0.026461359246470247,tubular/vascular long-T2 fraction (1 - mass below 120 ms),0.25,0.011689100707967224,
snr,kidney_cortex,normal,0,32,10.0,2000.0,rician,0,0.019845933329524307,tubular/vascular long-T2 fraction (1 - mass below 120 ms),0.25,0.008766792469131356,
snr,kidney_cortex,normal,0,32,10.0,3000.0,rician,0,0.01323058121914683,tubular/vascular long-T2 fraction (1 - mass below 120 ms),0.25,0.00584451256976562,
snr,kidney_medulla,normal,0,32,10.0,20.0,rician,0,1.937902187780428,luminal/vascular long-T2 fraction (1 - mass below 120 ms),0.30000000000000004,0.9666905958128598,
snr,kidney_medulla,normal,0,32,10.0,30.0,rician,0,1.2611810171194155,luminal/vascular long-T2 fraction (1 - mass below 120 ms),0.30000000000000004,0.6310054973936768,
snr,kidney_medulla,normal,0,32,10.0,50.0,rician,0,0.7489172111401768,luminal/vascular long-T2 fraction (1 - mass below 120 ms),0.30000000000000004,0.3751743191144823,
snr,kidney_medulla,normal,0,32,10.0,70.0,rician,0,0.5335599711549907,luminal/vascular long-T2 fraction (1 - mass below 120 ms),0.30000000000000004,0.2673721261836047,
snr,kidney_medulla,normal,0,32,10.0,100.0,rician,0,0.37299233561974365,luminal/vascular long-T2 fraction (1 - mass below 120 ms),0.30000000000000004,0.18693975998615098,
snr,kidney_medulla,normal,0,32,10.0,150.0,rician,0,0.24848617054728042,luminal/vascular long-T2 fraction (1 - mass below 120 ms),0.30000000000000004,0.12454899287962207,
snr,kidney_medulla,normal,0,32,10.0,200.0,rician,0,0.18631887506621359,luminal/vascular long-T2 fraction (1 - mass below 120 ms),0.30000000000000004,0.09339151975809036,
snr,kidney_medulla,normal,0,32,10.0,300.0,rician,0,0.12419085578978112,luminal/vascular long-T2 fraction (1 - mass below 120 ms),0.30000000000000004,0.06225140772502885,
snr,kidney_medulla,normal,0,32,10.0,500.0,rician,0,0.07450785017939658,luminal/vascular long-T2 fraction (1 - mass below 120 ms),0.30000000000000004,0.03734789872972468,
snr,kidney_medulla,normal,0,32,10.0,700.0,rician,0,0.053218582662098966,luminal/vascular long-T2 fraction (1 - mass below 120 ms),0.30000000000000004,0.02667649120137993,
snr,kidney_medulla,normal,0,32,10.0,1000.0,rician,0,0.037252520705738014,luminal/vascular long-T2 fraction (1 - mass below 120 ms),0.30000000000000004,0.018673328457207008,
snr,kidney_medulla,normal,0,32,10.0,1500.0,rician,0,0.02483484047304168,luminal/vascular long-T2 fraction (1 - mass below 120 ms),0.30000000000000004,0.012448809004246575,
snr,kidney_medulla,normal,0,32,10.0,2000.0,rician,0,0.01862608485818949,luminal/vascular long-T2 fraction (1 - mass below 120 ms),0.30000000000000004,0.009336586637958548,
snr,kidney_medulla,normal,0,32,10.0,3000.0,rician,0,0.012417368241042457,luminal/vascular long-T2 fraction (1 - mass below 120 ms),0.30000000000000004,0.00622438151356443,
snr,pancreas,normal,0,32,10.0,20.0,rician,0,1.1363439475457144,vascular/long-T2 fraction (1 - mass below 90 ms),0.21999999999999997,0.37495520952370603,
snr,pancreas,normal,0,32,10.0,30.0,rician,0,0.6808827383409269,vascular/long-T2 fraction (1 - mass below 90 ms),0.21999999999999997,0.22902100818764426,
snr,pancreas,normal,0,32,10.0,50.0,rician,0,0.3802329986349561,vascular/long-T2 fraction (1 - mass below 90 ms),0.21999999999999997,0.12963684898533012,
snr,pancreas,normal,0,32,10.0,70.0,rician,0,0.26632820434031745,vascular/long-T2 fraction (1 - mass below 90 ms),0.21999999999999997,0.09113971545325936,
snr,pancreas,normal,0,32,10.0,100.0,rician,0,0.18475064812833758,vascular/long-T2 fraction (1 - mass below 90 ms),0.21999999999999997,0.06333166358625936,
snr,pancreas,normal,0,32,10.0,150.0,rician,0,0.12262832541526361,vascular/long-T2 fraction (1 - mass below 90 ms),0.21999999999999997,0.042071396489966086,
snr,pancreas,normal,0,32,10.0,200.0,rician,0,0.09183533724062119,vascular/long-T2 fraction (1 - mass below 90 ms),0.21999999999999997,0.03151576368646381,
snr,pancreas,normal,0,32,10.0,300.0,rician,0,0.061159860614613704,vascular/long-T2 fraction (1 - mass below 90 ms),0.21999999999999997,0.02099279634695617,
snr,pancreas,normal,0,32,10.0,500.0,rician,0,0.036676536542737156,vascular/long-T2 fraction (1 - mass below 90 ms),0.21999999999999997,0.012590287932734664,
snr,pancreas,normal,0,32,10.0,700.0,rician,0,0.0261937278671799,vascular/long-T2 fraction (1 - mass below 90 ms),0.21999999999999997,0.008992006383431186,
snr,pancreas,normal,0,32,10.0,1000.0,rician,0,0.0183341989338848,vascular/long-T2 fraction (1 - mass below 90 ms),0.21999999999999997,0.0062940121288135266,
snr,pancreas,normal,0,32,10.0,1500.0,rician,0,0.012222297699940826,vascular/long-T2 fraction (1 - mass below 90 ms),0.21999999999999997,0.004195868571230865,
snr,pancreas,normal,0,32,10.0,2000.0,rician,0,0.009166591651770025,vascular/long-T2 fraction (1 - mass below 90 ms),0.21999999999999997,0.0031468648178717192,
snr,pancreas,normal,0,32,10.0,3000.0,rician,0,0.006110998432777704,vascular/long-T2 fraction (1 - mass below 90 ms),0.21999999999999997,0.0020978924475314057,
snr,prostate_pz,normal,0,32,10.0,20.0,rician,0,3.2614556320931527,luminal water fraction (1 - mass below 200 ms),0.24,0.5279894594283828,-0.14
snr,prostate_pz,normal,0,32,10.0,30.0,rician,0,2.160886621374306,luminal water fraction (1 - mass below 200 ms),0.24,0.35001893118293553,-0.14
snr,prostate_pz,normal,0,32,10.0,50.0,rician,0,1.2926455964346324,luminal water fraction (1 - mass below 200 ms),0.24,0.20943791425882502,-0.14
snr,prostate_pz,normal,0,32,10.0,70.0,rician,0,0.9225700245380597,luminal water fraction (1 - mass below 200 ms),0.24,0.14948798667624888,-0.14
snr,prostate_pz,normal,0,32,10.0,100.0,rician,0,0.645522671130262,luminal water fraction (1 - mass below 200 ms),0.24,0.10460075881491299,-0.14
snr,prostate_pz,normal,0,32,10.0,150.0,rician,0,0.4302504657667278,luminal water fraction (1 - mass below 200 ms),0.24,0.06971935931205825,-0.14
snr,prostate_pz,normal,0,32,10.0,200.0,rician,0,0.3226621724933596,luminal water fraction (1 - mass below 200 ms),0.24,0.0522857246127036,-0.14
snr,prostate_pz,normal,0,32,10.0,300.0,rician,0,0.21509589706406018,luminal water fraction (1 - mass below 200 ms),0.24,0.0348553439455348,-0.14
snr,prostate_pz,normal,0,32,10.0,500.0,rician,0,0.12905378665364503,luminal water fraction (1 - mass below 200 ms),0.24,0.020912651874996604,-0.14
snr,prostate_pz,normal,0,32,10.0,700.0,rician,0,0.09218053804496458,luminal water fraction (1 - mass below 200 ms),0.24,0.014937499382959468,-0.14
snr,prostate_pz,normal,0,32,10.0,1000.0,rician,0,0.06452610215558649,luminal water fraction (1 - mass below 200 ms),0.24,0.010456208999422425,-0.14
snr,prostate_pz,normal,0,32,10.0,1500.0,rician,0,0.04301730376933278,luminal water fraction (1 - mass below 200 ms),0.24,0.006970791563903987,-0.14
snr,prostate_pz,normal,0,32,10.0,2000.0,rician,0,0.03226295218968635,luminal water fraction (1 - mass below 200 ms),0.24,0.005228089883620034,-0.14
snr,prostate_pz,normal,0,32,10.0,3000.0,rician,0,0.021508622584953563,luminal water fraction (1 - mass below 200 ms),0.24,0.0034853914513243356,-0.14
snr,breast_fibroglandular,normal,0,32,10.0,20.0,rician,0,2.157151605047558,fat fraction (1 - mass below 80 ms),0.4,2.6960968069960436,
snr,breast_fibroglandular,normal,0,32,10.0,30.0,rician,0,1.288838189070777,fat fraction (1 - mass below 80 ms),0.4,1.631014879133176,
snr,breast_fibroglandular,normal,0,32,10.0,50.0,rician,0,0.7101023903410555,fat fraction (1 - mass below 80 ms),0.4,0.9077565390148252,
snr,breast_fibroglandular,normal,0,32,10.0,70.0,rician,0,0.4931839885915304,fat fraction (1 - mass below 80 ms),0.4,0.6325902824146856,
snr,breast_fibroglandular,normal,0,32,10.0,100.0,rician,0,0.34044696016228515,fat fraction (1 - mass below 80 ms),0.4,0.43741820328633385,
snr,breast_fibroglandular,normal,0,32,10.0,150.0,rician,0,0.22549524360646878,fat fraction (1 - mass below 80 ms),0.4,0.28995514519290355,
snr,breast_fibroglandular,normal,0,32,10.0,200.0,rician,0,0.1687638714806856,fat fraction (1 - mass below 80 ms),0.4,0.2170633564836627,
snr,breast_fibroglandular,normal,0,32,10.0,300.0,rician,0,0.11234358304798064,fat fraction (1 - mass below 80 ms),0.4,0.14452221324297043,
snr,breast_fibroglandular,normal,0,32,10.0,500.0,rician,0,0.06735606568789579,fat fraction (1 - mass below 80 ms),0.4,0.08665689118953136,
snr,breast_fibroglandular,normal,0,32,10.0,700.0,rician,0,0.04810168483663801,fat fraction (1 - mass below 80 ms),0.4,0.061886747246114635,
snr,breast_fibroglandular,normal,0,32,10.0,1000.0,rician,0,0.033667546396420715,fat fraction (1 - mass below 80 ms),0.4,0.04331662943276877,
snr,breast_fibroglandular,normal,0,32,10.0,1500.0,rician,0,0.022443739634076146,fat fraction (1 - mass below 80 ms),0.4,0.02887629793324695,
snr,breast_fibroglandular,normal,0,32,10.0,2000.0,rician,0,0.01683246594323001,fat fraction (1 - mass below 80 ms),0.4,0.02165684171386653,
snr,breast_fibroglandular,normal,0,32,10.0,3000.0,rician,0,0.01122148267574384,fat fraction (1 - mass below 80 ms),0.4,0.014437712740373598,
snr,adipose_tissue,normal,0,32,10.0,20.0,rician,0,3.3281566285023607,water fraction (mass below 75 ms),0.1,0.30803579293028044,
snr,adipose_tissue,normal,0,32,10.0,30.0,rician,0,2.198450120538804,water fraction (mass below 75 ms),0.1,0.20239583264611438,
snr,adipose_tissue,normal,0,32,10.0,50.0,rician,0,1.3137108679045773,water fraction (mass below 75 ms),0.1,0.1206597867385103,
snr,adipose_tissue,normal,0,32,10.0,70.0,rician,0,0.9373741574824154,water fraction (mass below 75 ms),0.1,0.08604200908452961,
snr,adipose_tissue,normal,0,32,10.0,100.0,rician,0,0.6557997439033769,water fraction (mass below 75 ms),0.1,0.060176958718834286,
snr,adipose_tissue,normal,0,32,10.0,150.0,rician,0,0.43707207336642223,water fraction (mass below 75 ms),0.1,0.04009947659541283,
snr,adipose_tissue,normal,0,32,10.0,200.0,rician,0,0.3277706535135413,water fraction (mass below 75 ms),0.1,0.030069772385999234,
snr,adipose_tissue,normal,0,32,10.0,300.0,rician,0,0.21849789161106425,water fraction (mass below 75 ms),0.1,0.02004421671677318,
snr,adipose_tissue,normal,0,32,10.0,500.0,rician,0,0.1310938628339245,water fraction (mass below 75 ms),0.1,0.012025824829568297,
snr,adipose_tissue,normal,0,32,10.0,700.0,rician,0,0.0936375151091835,water fraction (mass below 75 ms),0.1,0.008589736168287865,
snr,adipose_tissue,normal,0,32,10.0,1000.0,rician,0,0.06554590424899394,water fraction (mass below 75 ms),0.1,0.0060127637434870965,
snr,adipose_tissue,normal,0,32,10.0,1500.0,rician,0,0.0436971427121082,water fraction (mass below 75 ms),0.1,0.004008490811385157,
snr,adipose_tissue,normal,0,32,10.0,2000.0,rician,0,0.03277282375363052,water fraction (mass below 75 ms),0.1,0.003006363291599897,
snr,adipose_tissue,normal,0,32,10.0,3000.0,rician,0,0.02184853332152397,water fraction (mass below 75 ms),0.1,0.0020042399006596863,
snr,liver_steatosis_pdff10,"hepatic steatosis, grade 1",0,32,10.0,20.0,rician,0,10.578523200520486,fat fraction (1 - mass below 55 ms),0.09999999999999998,2.9329038942187857,0.081
snr,liver_steatosis_pdff10,"hepatic steatosis, grade 1",0,32,10.0,30.0,rician,0,5.870531584764017,fat fraction (1 - mass below 55 ms),0.09999999999999998,1.6593199568635542,0.081
snr,liver_steatosis_pdff10,"hepatic steatosis, grade 1",0,32,10.0,50.0,rician,0,2.870275598777866,fat fraction (1 - mass below 55 ms),0.09999999999999998,0.8303029286659459,0.081
snr,liver_steatosis_pdff10,"hepatic steatosis, grade 1",0,32,10.0,70.0,rician,0,1.8209917523277552,fat fraction (1 - mass below 55 ms),0.09999999999999998,0.5342331623928722,0.081
snr,liver_steatosis_pdff10,"hepatic steatosis, grade 1",0,32,10.0,100.0,rician,0,1.1406357447286724,fat fraction (1 - mass below 55 ms),0.09999999999999998,0.3391868650051433,0.081
snr,liver_steatosis_pdff10,"hepatic steatosis, grade 1",0,32,10.0,150.0,rician,0,0.6828750226394887,fat fraction (1 - mass below 55 ms),0.09999999999999998,0.20577805647137695,0.081
snr,liver_steatosis_pdff10,"hepatic steatosis, grade 1",0,32,10.0,200.0,rician,0,0.48045831276785195,fat fraction (1 - mass below 55 ms),0.09999999999999998,0.145932808338796,0.081
snr,liver_steatosis_pdff10,"hepatic steatosis, grade 1",0,32,10.0,300.0,rician,0,0.29800293405787626,fat fraction (1 - mass below 55 ms),0.09999999999999998,0.09132517503428109,0.081
snr,liver_steatosis_pdff10,"hepatic steatosis, grade 1",0,32,10.0,500.0,rician,0,0.168170738673369,fat fraction (1 - mass below 55 ms),0.09999999999999998,0.05192491118824955,0.081
snr,liver_steatosis_pdff10,"hepatic steatosis, grade 1",0,32,10.0,700.0,rician,0,0.1173055163654327,fat fraction (1 - mass below 55 ms),0.09999999999999998,0.03632375802941329,0.081
snr,liver_steatosis_pdff10,"hepatic steatosis, grade 1",0,32,10.0,1000.0,rician,0,0.08098381504575272,fat fraction (1 - mass below 55 ms),0.09999999999999998,0.025118751676900388,0.081
snr,liver_steatosis_pdff10,"hepatic steatosis, grade 1",0,32,10.0,1500.0,rician,0,0.05361060170061599,fat fraction (1 - mass below 55 ms),0.09999999999999998,0.01664271623571128,0.081
snr,liver_steatosis_pdff10,"hepatic steatosis, grade 1",0,32,10.0,2000.0,rician,0,0.04011739786656261,fat fraction (1 - mass below 55 ms),0.09999999999999998,0.012457414219461112,0.081
snr,liver_steatosis_pdff10,"hepatic steatosis, grade 1",0,32,10.0,3000.0,rician,0,0.02670361798015832,fat fraction (1 - mass below 55 ms),0.09999999999999998,0.008293718467628525,0.081
snr,liver_steatosis_pdff25,"hepatic steatosis, grade 3",0,32,10.0,20.0,rician,0,3.27823588545884,fat fraction (1 - mass below 55 ms),0.25,2.3293668339610343,0.231
snr,liver_steatosis_pdff25,"hepatic steatosis, grade 3",0,32,10.0,30.0,rician,0,1.8487766827570515,fat fraction (1 - mass below 55 ms),0.25,1.3387313867079034,0.231
snr,liver_steatosis_pdff25,"hepatic steatosis, grade 3",0,32,10.0,50.0,rician,0,0.9287343320663423,fat fraction (1 - mass below 55 ms),0.25,0.6869272669457754,0.231
snr,liver_steatosis_pdff25,"hepatic steatosis, grade 3",0,32,10.0,70.0,rician,0,0.6025426927315723,fat fraction (1 - mass below 55 ms),0.25,0.4509461553161669,0.231
snr,liver_steatosis_pdff25,"hepatic steatosis, grade 3",0,32,10.0,100.0,rician,0,0.3879873535580208,fat fraction (1 - mass below 55 ms),0.25,0.29337242987652046,0.231
snr,liver_steatosis_pdff25,"hepatic steatosis, grade 3",0,32,10.0,150.0,rician,0,0.24072265491001726,fat fraction (1 - mass below 55 ms),0.25,0.18362853505833812,0.231
snr,liver_steatosis_pdff25,"hepatic steatosis, grade 3",0,32,10.0,200.0,rician,0,0.17405999979867556,fat fraction (1 - mass below 55 ms),0.25,0.13336640951017448,0.231
snr,liver_steatosis_pdff25,"hepatic steatosis, grade 3",0,32,10.0,300.0,rician,0,0.11224763492278009,fat fraction (1 - mass below 55 ms),0.25,0.08634878439257006,0.231
snr,liver_steatosis_pdff25,"hepatic steatosis, grade 3",0,32,10.0,500.0,rician,0,0.06607988419821181,fat fraction (1 - mass below 55 ms),0.25,0.05094917596211893,0.231
snr,liver_steatosis_pdff25,"hepatic steatosis, grade 3",0,32,10.0,700.0,rician,0,0.0469722003156936,fat fraction (1 - mass below 55 ms),0.25,0.036238015155844155,0.231
snr,liver_steatosis_pdff25,"hepatic steatosis, grade 3",0,32,10.0,1000.0,rician,0,0.03280217280020254,fat fraction (1 - mass below 55 ms),0.25,0.025313604878019615,0.231
snr,liver_steatosis_pdff25,"hepatic steatosis, grade 3",0,32,10.0,1500.0,rician,0,0.021841218579295243,fat fraction (1 - mass below 55 ms),0.25,0.0168575577917583,0.231
snr,liver_steatosis_pdff25,"hepatic steatosis, grade 3",0,32,10.0,2000.0,rician,0,0.01637395493139472,fat fraction (1 - mass below 55 ms),0.25,0.01263846627042075,0.231
snr,liver_steatosis_pdff25,"hepatic steatosis, grade 3",0,32,10.0,3000.0,rician,0,0.0109126761729904,fat fraction (1 - mass below 55 ms),0.25,0.008423418897596867,0.231
snr,prostate_pz_cancer,"prostate cancer, peripheral zone",0,32,10.0,20.0,rician,0,6.395616711216325,luminal water fraction (1 - mass below 200 ms),0.09999999999999998,0.40001826461706297,-0.14
snr,prostate_pz_cancer,"prostate cancer, peripheral zone",0,32,10.0,30.0,rician,0,4.135676233003029,luminal water fraction (1 - mass below 200 ms),0.09999999999999998,0.259745347081841,-0.14
snr,prostate_pz_cancer,"prostate cancer, peripheral zone",0,32,10.0,50.0,rician,0,2.448789200874508,luminal water fraction (1 - mass below 200 ms),0.09999999999999998,0.15406712604032693,-0.14
snr,prostate_pz_cancer,"prostate cancer, peripheral zone",0,32,10.0,70.0,rician,0,1.743503911940454,luminal water fraction (1 - mass below 200 ms),0.09999999999999998,0.10973880502569706,-0.14
snr,prostate_pz_cancer,"prostate cancer, peripheral zone",0,32,10.0,100.0,rician,0,1.218429055126297,luminal water fraction (1 - mass below 200 ms),0.09999999999999998,0.07670589205654871,-0.14
snr,prostate_pz_cancer,"prostate cancer, peripheral zone",0,32,10.0,150.0,rician,0,0.811577834828846,luminal water fraction (1 - mass below 200 ms),0.09999999999999998,0.051098290639149835,-0.14
snr,prostate_pz_cancer,"prostate cancer, peripheral zone",0,32,10.0,200.0,rician,0,0.6084988752199725,luminal water fraction (1 - mass below 200 ms),0.09999999999999998,0.03831356168498978,-0.14
snr,prostate_pz_cancer,"prostate cancer, peripheral zone",0,32,10.0,300.0,rician,0,0.4055783495556789,luminal water fraction (1 - mass below 200 ms),0.09999999999999998,0.025537553351361396,-0.14
snr,prostate_pz_cancer,"prostate cancer, peripheral zone",0,32,10.0,500.0,rician,0,0.24332016471764642,luminal water fraction (1 - mass below 200 ms),0.09999999999999998,0.015321053885753895,-0.14
snr,prostate_pz_cancer,"prostate cancer, peripheral zone",0,32,10.0,700.0,rician,0,0.17379483944856958,luminal water fraction (1 - mass below 200 ms),0.09999999999999998,0.010943319280468876,-0.14
snr,prostate_pz_cancer,"prostate cancer, peripheral zone",0,32,10.0,1000.0,rician,0,0.12165442535797046,luminal water fraction (1 - mass below 200 ms),0.09999999999999998,0.0076602154456204465,-0.14
snr,prostate_pz_cancer,"prostate cancer, peripheral zone",0,32,10.0,1500.0,rician,0,0.08110225208684012,luminal water fraction (1 - mass below 200 ms),0.09999999999999998,0.005106771853393233,-0.14
snr,prostate_pz_cancer,"prostate cancer, peripheral zone",0,32,10.0,2000.0,rician,0,0.06082650581376358,luminal water fraction (1 - mass below 200 ms),0.09999999999999998,0.0038300687992844887,-0.14
snr,prostate_pz_cancer,"prostate cancer, peripheral zone",0,32,10.0,3000.0,rician,0,0.04055091661610017,luminal water fraction (1 - mass below 200 ms),0.09999999999999998,0.0025533743945461425,-0.14
snr,skeletal_muscle_venous_filling,venous filling (vascular compartment expanded),0,32,10.0,20.0,rician,0,0.9819362063587116,extracellular / vascular fraction (1 - mass below 60 ms),0.14200000000000002,0.1450603008792693,0.062
snr,skeletal_muscle_venous_filling,venous filling (vascular compartment expanded),0,32,10.0,30.0,rician,0,0.5718919310546483,extracellular / vascular fraction (1 - mass below 60 ms),0.14200000000000002,0.08707852412010914,0.062
snr,skeletal_muscle_venous_filling,venous filling (vascular compartment expanded),0,32,10.0,50.0,rician,0,0.3111509452540471,extracellular / vascular fraction (1 - mass below 60 ms),0.14200000000000002,0.04852296495970679,0.062
snr,skeletal_muscle_venous_filling,venous filling (vascular compartment expanded),0,32,10.0,70.0,rician,0,0.2158596032002226,extracellular / vascular fraction (1 - mass below 60 ms),0.14200000000000002,0.03390839640174882,0.062
snr,skeletal_muscle_venous_filling,venous filling (vascular compartment expanded),0,32,10.0,100.0,rician,0,0.14904087495864085,extracellular / vascular fraction (1 - mass below 60 ms),0.14200000000000002,0.023492061911673218,0.062
snr,skeletal_muscle_venous_filling,venous filling (vascular compartment expanded),0,32,10.0,150.0,rician,0,0.09872018481575759,extracellular / vascular fraction (1 - mass below 60 ms),0.14200000000000002,0.015585339296742821,0.062
snr,skeletal_muscle_venous_filling,venous filling (vascular compartment expanded),0,32,10.0,200.0,rician,0,0.07388123137211074,extracellular / vascular fraction (1 - mass below 60 ms),0.14200000000000002,0.011670108499652193,0.062
snr,skeletal_muscle_venous_filling,venous filling (vascular compartment expanded),0,32,10.0,300.0,rician,0,0.0491800826050977,extracellular / vascular fraction (1 - mass below 60 ms),0.14200000000000002,0.007771258338782713,0.062
snr,skeletal_muscle_venous_filling,venous filling (vascular compartment expanded),0,32,10.0,500.0,rician,0,0.029485584125061307,extracellular / vascular fraction (1 - mass below 60 ms),0.14200000000000002,0.0046600806300807545,0.062
snr,skeletal_muscle_venous_filling,venous filling (vascular compartment expanded),0,32,10.0,700.0,rician,0,0.021056734245040037,extracellular / vascular fraction (1 - mass below 60 ms),0.14200000000000002,0.0033281054560270694,0.062
snr,skeletal_muscle_venous_filling,venous filling (vascular compartment expanded),0,32,10.0,1000.0,rician,0,0.014738081617410196,extracellular / vascular fraction (1 - mass below 60 ms),0.14200000000000002,0.00232947944953183,0.062
snr,skeletal_muscle_venous_filling,venous filling (vascular compartment expanded),0,32,10.0,1500.0,rician,0,0.009824807421161931,extracellular / vascular fraction (1 - mass below 60 ms),0.14200000000000002,0.0015529171964072026,0.062
snr,skeletal_muscle_venous_filling,venous filling (vascular compartment expanded),0,32,10.0,2000.0,rician,0,0.007368453297676636,extracellular / vascular fraction (1 - mass below 60 ms),0.14200000000000002,0.001164669765370774,0.062
snr,skeletal_muscle_venous_filling,venous filling (vascular compartment expanded),0,32,10.0,3000.0,rician,0,0.0049122297039064415,extracellular / vascular fraction (1 - mass below 60 ms),0.14200000000000002,0.0007764378776152319,0.062
snr,brain_wm_ms_lesion,"multiple sclerosis lesion (chronic, demyelinated)",0,32,10.0,20.0,rician,0,229.10941188994397,myelin water fraction (mass below 40 ms),0.0525,0.2937000644743925,-0.0605
snr,brain_wm_ms_lesion,"multiple sclerosis lesion (chronic, demyelinated)",0,32,10.0,30.0,rician,0,145.5444438246474,myelin water fraction (mass below 40 ms),0.0525,0.19180581548309594,-0.0605
snr,brain_wm_ms_lesion,"multiple sclerosis lesion (chronic, demyelinated)",0,32,10.0,50.0,rician,0,85.30163457939437,myelin water fraction (mass below 40 ms),0.0525,0.11395592689082111,-0.0605
snr,brain_wm_ms_lesion,"multiple sclerosis lesion (chronic, demyelinated)",0,32,10.0,70.0,rician,0,60.59996052637008,myelin water fraction (mass below 40 ms),0.0525,0.08120897713568778,-0.0605
snr,brain_wm_ms_lesion,"multiple sclerosis lesion (chronic, demyelinated)",0,32,10.0,100.0,rician,0,42.30556581859986,myelin water fraction (mass below 40 ms),0.0525,0.05678039281590058,-0.0605
snr,brain_wm_ms_lesion,"multiple sclerosis lesion (chronic, demyelinated)",0,32,10.0,150.0,rician,0,28.16421961572766,myelin water fraction (mass below 40 ms),0.0525,0.03783075402915561,-0.0605
snr,brain_wm_ms_lesion,"multiple sclerosis lesion (chronic, demyelinated)",0,32,10.0,200.0,rician,0,21.112935143609757,myelin water fraction (mass below 40 ms),0.0525,0.028367137810143925,-0.0605
snr,brain_wm_ms_lesion,"multiple sclerosis lesion (chronic, demyelinated)",0,32,10.0,300.0,rician,0,14.070446671934729,myelin water fraction (mass below 40 ms),0.0525,0.018908616338491474,-0.0605
snr,brain_wm_ms_lesion,"multiple sclerosis lesion (chronic, demyelinated)",0,32,10.0,500.0,rician,0,8.44078539214853,myelin water fraction (mass below 40 ms),0.0525,0.011344309555703161,-0.0605
snr,brain_wm_ms_lesion,"multiple sclerosis lesion (chronic, demyelinated)",0,32,10.0,700.0,rician,0,6.028841100387629,myelin water fraction (mass below 40 ms),0.0525,0.008102909185146225,-0.0605
snr,brain_wm_ms_lesion,"multiple sclerosis lesion (chronic, demyelinated)",0,32,10.0,1000.0,rician,0,4.220080489935827,myelin water fraction (mass below 40 ms),0.0525,0.005671973584992556,-0.0605
snr,brain_wm_ms_lesion,"multiple sclerosis lesion (chronic, demyelinated)",0,32,10.0,1500.0,rician,0,2.813348472081188,myelin water fraction (mass below 40 ms),0.0525,0.0037812933650736387,-0.0605
